,Number of ratings,Full Review
942,3,Good
943,5,Nice
944,3,Poor performance
945,4,Battery backup amazing
946,5,Nice
947,3,Hang
948,4,"It's an overall great budget phone with big display,good camera and an ok performance."
949,4,Nice mobile
950,5,Amazing
951,5,Good mobile
952,3,Average.
953,4,Very nice product
954,4,Worth for money ..
955,5,Excellent and better f12 mobile samsung galaxy good service. Really enjoy samsung galaxy f12. Best quality higher brand.
956,5,Very nice
957,4,good
958,4,GOOD
959,5,A nice product.worth for money
960,1,Very bad quality camera
961,5,Very good product
962,4,Product is very good this price
963,4,Excellent product but average performance and heavy phone
964,5,Nice phone 📱📱
965,1,Netwokr connected fields and not network catch
966,5,"This is a very good smart phone ,,,,battery back up is very good,,,,this is value of money,,,,this is also a gaming mobile you can play pubg and pes or cod in low graphics"
967,5,Good product average amount
968,5,Nice product
969,5,Best
970,1,Battery problem
971,3,Okay Mobile
972,5,Camera need improvement. But with this price it is best.
973,3,good
974,5,A good smart phone within budget. Good battery backup and features are up to mark. Overall I'm satisfied with the phone.
975,5,Good
976,4,Nice one apart from processor!
977,4,Very Nice
978,5,Good
979,4,Nice Mobile Phone.
980,5,Semma mass super quality
981,4,Very good phone
982,4,Good 👍
983,4,Very super mobile
984,4,Good experience with this phone
985,5,Nice product
986,4,Ok ok
987,5,Nice
988,5,Good
989,5,Ohh my god🤩i lv thiz. An excellent camera 🥰🤙🏻
990,4,Good
991,3,Wonderful
992,3,Signal complaint
993,4,Nice mobile .Reasonable price.
994,5,Very nice model
995,5,"This Phone Was Very Very Very Good❤️❤️❤️
Just Amazing ☺️

Camera 📷 Performance Is So Good 😍
Selfie And Back Camera Both Are Amezing ☺️❤️

And Battery 🔋 Just Perfect ☺️

Charging Is So Fast But Not Fast Charging , But You Also Look A Fast Charging Style.

This Phone Look's , Camera, Battary, Screen, Gaming Performance That's All Performance Are Just Awesome ❤️☺️

Me Also Recommend Sumsung Is A Good Brand And Others Brand's God Father Is Sumsung ❤️😍

I Just Love ❤️ Fidddaaaa"
996,4,Good
997,3,Average
998,5,Nice
999,5,A1 product
1000,4,"Overall Samsung interface is good, I like the most from other phones, otherwise performance is good in this budget range"
1001,5,Nice phone😍🥰
1002,4,The product is good
1003,5,Good
1004,5,Super
1005,5,Good
1006,5,"Value for money, performance very excellent"
1007,4,Nise
1008,5,Moble is bot heavy to handle. All other features are very good.
1009,4,super phone
1010,1,Touch issue
1011,4,Nice mobile phone under 10k
1012,3,Small budget good.
1013,5,Best phone
1014,2,not good
1015,3,Nice
1016,1,The problem of lock unlock in mobile came very much in front of me.
1017,5,"Good, excellent,, value of money"
1018,5,Happy with the product
1019,1,Bad quality
1020,4,Good
1021,5,It's good
1022,4,Value for money
1023,5,Excellent
1024,5,Thanks Flipkart
1025,2,"This is budget mobile so don't expect more..
Camera very worst , Network performance very worst..
Battery backup only Ok.."
1026,3,Nice product
1027,5,Good product
1028,4,Good performance battery super
1029,3,Camera is not good overall phone is good
1030,5,I love it
1031,4,Nice product
1032,4,Good
1033,5,Good battery backup
1034,5,Good gaming experience 👍👌👏😎😉😊👍👌👏
1035,4,Does the job!
1036,1,Mobile is very heat
1037,5,Fantastic
1038,5,Nice mobile..superb performance.
1039,4,Decent phone in this budget.
1040,5,Wow nice mobile .. cemera and battery quality is good ..
1041,3,This mobile is more weight
1042,5,Weather mobile in the world 🌎
1043,5,Good under 12k
1044,4,"Excellent phone from Samsung, i gifted to my father and he is happy now. Look is adorable and energise. Overall good phone, worthy👍"
1045,2,Not a good
1046,5,"Ticks most boxes.Great buys if you can pick up during deals or sale.It will never be a wow handset but at same time will give no scope of complaints.
Good performace,screen and battery for the price it demands."
1047,5,Super
1048,4,Excellent phone
1049,4,Just awesome 😁
1050,5,Good battery life and design
1051,4,"Nice phone, good performance, good display.

Fast processing"
1052,1,Worst mobile
1053,1,Very bad experience
1054,3,Good
1055,5,Perfect
1056,3,Nice
1057,2,Heavy and not compact. Very thick in size.
1058,4,The mobile is working fine. Flipcart delivered it to me within 1 day. The delivery boy was very helpful
1059,1,Very bad
1060,5,Ok gopd
1061,2,Bad product
1062,4,Best Mobile in world but discount get more
1063,5,Ok
1064,5,Sweet
1065,5,Good
1066,5,Good performance for daily use not for gaming because it doesn't have gyroscope.
1067,3,Value of money
1068,4,Good1
1069,5,Best mobile in this price 😃👍👍
1070,5,"Thanks to Flipkart, This's amazing 👌"
1071,5,Overall very statisfied
1072,5,Good
1073,5,Very good
1074,3,No 4G. So essentially useless
1075,4,Good. Product. Tqq. Flipkart
1076,4,Good quality
1077,5,Very good product must buy
1078,5,Nice product
1079,5,Super mobile
1080,4,Nice
1081,3,Ok for the Money I've spent.
1082,5,Front camera needs improvement
1083,5,Good phone
1084,5,Good
1085,5,Love it
1086,5,Good one
1087,1,"Camera quality is poor
Very heavy to handle basic functions are not available."
1088,4,Worth buying
1089,5,Nice
1090,5,This mobile battery backup very nice and gaming is not mobile this purpose business purpose mobile phone and long lasting phone then never again hang only purpose business purpose
1091,5,Fantastic product from samsung in this price range.loved it
1092,5,Ok
1093,5,Good
1094,3,Ok
1095,2,Camera not good
1096,5,I loved everything about it except for the camera even tho it says 48mp but the irl quality is 16mp or something
1097,5,Value for money
1098,5,Nice Mobile in budget !
1099,3,good
1100,5,very nice
1101,5,Good product
1102,5,Best quality and awesome performance
1103,5,Excellent
1104,5,Good 👍
1105,1,"Mobile Bord problem IC problem
Only 2 month use"
1106,5,Awesome 👍
1107,5,Nice product
1108,5,Nice
1109,3,"Every thing is OK, but 48MP camera is horrible, photo quality is very poor seems like 5MP camera. Battery is very good.rest is OK rather then camera..."
1110,4,Good
1111,3,Battery not upto the mark
1112,5,value for money
1113,5,Very nice 👌👍
1114,5,Must try phone if you are looking for long battery life and smooth surface make its best experience. it's was my the best purchased for Flipkart.
1115,5,Love it
1116,5,Worth mobile
1117,5,Good
1118,5,Good product
1119,4,Good
1120,1,Waste money
1121,3,Ok
1122,4,Good
1123,5,Very nice and excellent
1124,5,Super looking so awesome beautiful display is awesome battery backup so good thank you for Flipkart
1125,4,"Everything is good but only problem with charger
They said it is a fast charger but it is not
It lot of time I mean 5 to 6 hours to get charge"
1126,5,Good
1127,5,Amazing mobile
1128,3,It's hang sometime...camera is not so good
1129,4,Nice one
1130,5,Nice
1131,1,Not good mobile
1132,4,"Good phone for users whose concern is battery, display is ok for the price, performance is good for normal user. UI also good and useful features,camera is decent for price.call quality also good"
1133,5,Good product 👍
1134,4,Nice phone low price
1135,5,Superrrrrr
1136,5,Good camera
1137,3,"good one, In medium segment. better don't expect higher performance from this phone."
1138,4,Very good
1139,3,Ok
1140,4,"Everthing is perfect with in budget except looks, front camera and slowmo video which is not given in this phone, otherwise everything is good"
1141,5,Nice
1142,5,Must buy
1143,5,Very good product I am very happy Thanks Flipkart 👍
1144,2,Software issue
1145,4,Good
1146,2,Waste money
1147,1,Phone is very heavy weight.not satisfied.dont buy.
1148,5,Nice phone
1149,4,Very nice phone
1150,5,nice budget phone
1151,4,Very nice
1152,5,Nice phone
1153,3,Nice
1154,5,Good ❤️
1155,1,Bad quality
1156,5,Good phone this price range...
1157,5,Just go for it
1158,5,Good quality
1159,3,Bad product of Samsung..weight and thickness are more..
1160,5,Great mobile samsung galaxy f12
1161,3,Good phone camera quality average but bettery backup is perfect
1162,5,NC
1163,5,Osm
1164,5,Verry Nice ..
1165,5,Super
1166,4,Set ok display should be better
1167,3,"Samsung Mobile not support sim network as compaire to other company handset
I am very fraustaed because of network problem"
1168,4,Super nice
1169,2,Phone heating..Strucking while surfing..
1170,5,Everything is good 👍 but screenshot is not good
1171,4,Very nice product
1172,5,"This price range (9500) very good mobaile
👍👍"
1173,5,Super phone
1174,4,Loved it but no screenshot can capture. only power button and volume buttons. Not showing data speed and uses of data a day. If you can hide a photo it can't option you download a third pirty app.
1175,4,Good mobail
1176,5,Awesome product thank you Flipkart
1177,4,Nice
1178,5,Awesome 👌🆒️
1179,4,"Sound seems to be low on receiver as well as speaker, rest all ok. Camera seems to be average."
1180,5,Nice mobile
1181,5,Good overall performance
1182,5,Good mobile
1183,3,Worth it
1184,5,Nice phone
1185,5,Its too good 😊
1186,1,Camera is very low quality
1187,3,Good as per price
1188,5,Almost good but the camera isn't worth it
1189,4,On this budget we can't expect more.
1190,5,Good product & Quality Best Samsung Mobile
1191,5,Good
1192,2,Bad
1193,5,Best mobile
1194,4,Nice mobile
1195,4,Nice
1196,4,Good
1197,5,Working good as of now but camera would have been better it's Samsung mobile phone so we expect a good camera 🥲
1198,2,Phone is too much heated quickly and speaking more time speakers sound is going low
1199,5,Nice
1200,4,Very nice mobile phone
1201,5,Amazing
1202,5,Supar mobail
1203,4,Phone was good but flipkart exchange policy not good for customers
1204,5,Good 👍
1205,5,Good phone
1206,4,Good phone
1207,4,Good
1208,2,Quality is very chip
1209,4,Good phone
1210,4,Very nice
1211,1,Waste of money 🤮😡
1212,5,Very satisfied..... And it is worth the price
1213,4,Very nice
1214,1,Bery bad
1215,5,Awesome purchase
1216,1,Camera quality very very bad .to much extra apps .so don't buy this mobile
1217,3,"Good but still need some improvement like camera, display, charger"
1218,5,Super
1219,5,Excellent
1220,3,Camera quality is very bad
1221,4,It is Quite good Not so good Screen to body ratio not good Feel heavy And Bulky in hand Performance and Battery is good But Look Wise Not good
1222,5,Beautiful design and display power full battery
1223,3,Avareg
1224,1,Network problem
1225,2,"Take long time to dial any phone numbers, not able to attend the call easily. Except the phone function remaining are good"
1226,5,Good
1227,4,Nice phone
1228,5,Recommended for all
1229,3,Camera and display quality is not expected.
1230,5,I like it
1231,5,Good item
1232,5,Very good
1233,5,Good 👍
1234,4,Super nice 👌
1235,5,Hi the product's camera is high quality and display is super nice protected and the battery is very high durability of battery and fast charging and the main is performance is very smooth it is value for money
1236,5,Good
1237,5,Good
1238,5,Best in the budget.i got this in big dewali sale in price of 9499 and best in budget..phone is best in class but camera is little bit low quality. But at this price f12 is best
1239,4,Good
1240,4,Good
1241,2,Is not screen recording option
1242,1,Touch is not working as expected
1243,4,Nice product
1244,4,Good
1245,4,Good
1246,4,Absolutely very good features for reasonable price.
1247,5,Great Product!👍
1248,2,Main problem is battery
1249,4,Phone good but screen saver option I not liked otherwise good
1250,3,Good camera
1251,5,Amazing
1252,5,Nice one
1253,4,Best phone but battery is low
1254,5,Nice mobile
1255,5,Good
1256,5,Fantastic..best value for this price. Best mobile...
1257,4,Very good mobile phone
1258,5,Good
1259,4,Mind blowing product I mean hamare Very good product
1260,4,Good
1261,3,Nyc at the reasonable price
1262,4,"Good product,resonabile price"
1263,4,Very good. Under budget
1264,3,It's can buy
1265,5,Not bad
1266,4,Nice 👍👍👍
1267,3,Good
1268,4,"Mobile is good,ty"
1269,4,Very good
1270,4,GOOD PRODUCT GOOD PHOTO FOCUS 👍👌
1271,3,Average phone for money
1272,3,Good
1273,5,Better
1274,5,Good
1275,3,"Nice mbl but thick
Performance was good"
1276,1,"Worst camera quality.
worst speaker also services are very poor.
I have applied 10 time return request 3 time replacement still no one lisetened.
wastage money.
Please dont buy this phone."
1277,5,Nice
1278,5,Good
1279,5,Nice
1280,5,Value for money
1281,4,Very good product
1282,5,Awesome 👍
1283,3,Nice to
1284,2,"Very slow prosessor, most of the time lagging"
1285,3,Camera is quite good but battery is not OK.
1286,5,All good
1287,1,Product is not good as compared to mi phones as this prize range
1288,5,Good quality
1289,5,its was very good
1290,2,I am not happy
1291,4,Nice phone in this price range..
1292,4,"Very useful mobile, nice 👍"
1293,1,Worrest camera.. performance also not good
1294,5,"Superb Products , I love Samsung product ❤️❤️❤️"
1295,5,Nice
1296,5,awesome mobile on this price
1297,4,Nice
1298,5,Super
1299,3,Simple and good
1300,4,Under this price range this is a right choice to buy
1301,2,Not good
1302,5,Good brand semsung my mobile f12 battry 7 day bacup
1303,4,Okkk
1304,3,Paisa wasool product
1305,5,Good
1306,5,Nice mobile
1307,5,Good one at this price phone is best
1308,4,Decent.
1309,4,Nice phone
1310,5,Awosome phone
1311,5,Very nice product
1312,4,After using 1 month I am writing real review
1313,2,Battery is good Touch is not sensitive enough. Phone is too thick. Not stylish.
1314,5,Better mobile
1315,5,Good mobile
1316,3,Pour qualify
1317,5,Good battery life
1318,3,Good phone
1319,5,Ok
1320,5,Good
1321,4,Value for money
1322,4,It's good
1323,5,A trending phone + Budget friendly =Samsung F12
1324,4,Good quality
1325,5,ossam
1326,3,Phone is valu of money
1327,4,Good but price is way high.
1328,4,"Good enough phone has a finger print scanner, camera is ok , but display color is not accurate or good"
1329,5,"Its budget phone but like a primum phon,for general use its awesome, super amoled display loved it"
1330,4,Super
1331,5,It's wonderful
1332,5,"I said only one of the best mobile at this price
Thanks samsung & flipkart"
1333,1,Hotspot connection problem +pendrive connection problem..Really bad experience
1334,5,Good phone
1335,5,It is awesome.
1336,5,Nice
1337,4,Nyc phn...
1338,4,Worth Every Penny. Gifted my Daughter
1339,4,Nice product love it
1340,5,Awesome products 👍
1341,5,Nice mobile
1342,5,Super
1343,5,Soooo nice flipcart tq
1344,5,Varry good mobile phone samsung f12
1345,5,Gifted it to my father perfect thing in perfect price
1346,2,After 1 week on purchase that phone charge port not working
1347,3,"Camera is very average
Battery is fine
Too heavy in weight"
1348,5,Super
1349,1,POOR CAMERA AND PIECE GETTING VERY HIT
1350,1,Bad phone 😔
1351,5,All is good
1352,4,Good
1353,4,Really nice one
1354,5,All overs perfect Samsung is samsung
1355,5,Good mobile with decent performance and long lasting battery
1356,5,Wauu Very good 👍👌and a great deal
1357,5,Most nice phone
1358,2,bad camera
1359,4,Worthwhile product
1360,5,Nice pics 👌👌👌🎉
1361,4,Good 👍
1362,5,Nice
1363,5,Value for money.
1364,2,Not satisfied
1365,2,Phone is going hang condition while use ola cab apps and YONO SBI apps
1366,5,"Awesome phone for this range of money
Battery is staying for a very long tym...
Loved the product...thank you flipkart"
1367,5,The good short pic
1368,4,Nice Phone 📱👌
1369,5,Superb
1370,5,Good
1371,3,Good product
1372,4,Good condition
1373,3,No FM. Display is not clear. Overall good. But only buy it below 8k. 11.5 k is costly
1374,4,Good
1375,4,Ok good
1376,5,Awesome mobile
1377,5,Good 👍👍
1378,5,Fantastic 😊
1379,5,"Its great at this price.
Normal display and camera.
For normal use its great. Performance is nice.
Great battery life.
Below 10k nice product from samsung"
1380,4,Value for money product
1381,4,Good performance go for it
1382,3,OK not something great
1383,5,Very nice mob and camera
1384,4,Worth for money
1385,1,very bad camera
1386,4,Buy it @ 9500 in offer. Previously used F41 since one year. Best thing about F12 is its battery and worst thing about it it's body. Overall would like to give 4 star. Good choice to mobile under 10k. It built with nice camera. Finally brand is more important than all other aspects that's why go with it and enjoy it.
1387,4,Ok
1388,3,Average phone
1389,4,Very nice product in this price
1390,3,Very nic
1391,5,Good
1392,4,Perfect
1393,5,Love ❤️❤️❤️
1394,4,Camera quality is nice
1395,4,Nice Mobile
1396,2,Mobile network problem regularly. Mobile weight is heavily.
1397,4,Super mobile.battery back up is excellent. Very good delivery services.
1398,5,I like it good 👌
1399,5,According to price good mobile.
1400,5,Nice mobile
1401,5,Ok
1402,5,Good phone in price
1403,4,Perfact mobile in this price
1404,4,Nice
1405,4,"Excellent phone
Value of money"
1406,1,Since day 1 I m facing problem of restart
1407,4,Best phone
1408,5,nice product
1409,3,Average mobile use only casual use camera quality not good.
1410,5,Very good mobile
1411,4,Samsung is best brand
1412,5,Nice
1413,5,Phone is good good budget phone with really good display and camera... battery backup is fine but not as much as marketed..will share detailed review after using more. If anyone looking for good looking phone in budget with camera this can be good option
1414,1,"Battery is good but still samsung haven't solved his old bug's like slow performance, hanging and network issues.
The main defect is network issues."
1415,5,Very nice mobile
1416,4,Moderate ...
1417,5,Worth
1418,5,Good
1419,4,Value for ma6
1420,5,Good product and value of money..
1421,1,"Not satisfied, camera is too bad.... don't purchase it... wastage of money"
1422,4,Good product
1423,1,I received defected device. Phone not getting charging.
1424,5,Very nice
1425,5,Very good mobile
1426,4,Nice
1427,4,Awesome deal
1428,4,Value for money
1429,5,Good product at this price range
1430,4,Very good performance
1431,3,Touch is not properly work
1432,5,Good phone but charger load is very slow battery once full for more then 2 and half hours.
1433,5,Very good products
1434,5,Right choice
1435,5,Good... Can be worth for considering....
1436,4,battery life is good
1437,5,Amazing pic
1438,2,The worst camera experience ever.....too much noisy while recording or capturing images at night. The 13 MP Honor camera performing better that the F12's 48 MP.
1439,5,"So cool mobile ...
Value for money..."
1440,4,It's ok
1441,5,Valuable phone
1442,5,Value for money.. It's look so good
1443,4,Good quality in this price
1444,4,Good product
1445,5,Good
1446,5,Worth product at this range
1447,5,Lovely
1448,1,Don't choise this phone it's too weight n battery capacity will be reduse for a week
1449,5,Great mobile with awesome battery life
1450,5,Very nice 👌
1451,4,Value saved
1452,5,Xlent mobile
1453,4,Battery back up ok
1454,5,4 days battery 🔋 backup.awsome phone .
1455,1,24×7 display on problem very very poover protect
1456,5,Good product
1457,3,Mobile uses good but mobile disign not perfect
1458,4,Good
1459,5,Phone to good😃😃😃
1460,5,"Nice phone
Paisa wasoool"
1461,3,Good
1462,1,Camera quality is v poor and battery fastly down
1463,5,Good
1464,1,It's stuck while using the phone
1465,5,Good mobile
1466,4,good product
1467,3,Every thing is not better but display is awesome
1468,5,"Excellent battery backup
Excellent camera
Display soft easy touching good
All-over Excellent very nice product 👌
F12 rating 5 no heating issue"
1469,1,very bad
1470,5,Good battery backup... Must buy
1471,5,E excellent product
1472,3,"it's too thik, there is no mobile cover which can cover this phone"
1473,3,"Display 3/5
Battery 4/5
Camera 2/5
Quality. 3/5
Programming 4/5"
1474,4,Good 👍
1475,4,Ok
1476,2,Camera quality very poor
1477,5,Worth of money
1478,1,Bad camera fully hanging this mobile👎
1479,5,Awsome performance
1480,5,Good product
1481,5,Good
1482,5,Good
1483,3,Average in samsung
1484,5,Good product
1485,1,In one month charging pin
1486,5,Super phone
1487,5,Very good
1488,3,Worth price
1489,1,Slow
1490,4,It's outstanding... must buy... better than realmes under same price range
1491,5,Correct as per price
1492,5,Worth for spend
1493,5,Go for it
1494,5,Good
1495,5,Good
1496,5,Excellent quality paisa vasul
1497,4,Good
1498,4,Overall good in range
1499,1,Looking like a two year old mobile touch very slow
1500,1,Touch not working as new phone and always network issue. Worst phone
1501,4,Overall good budgetable product but I have not yet received cash back 5 per Flipkart axis Bank used
1502,5,Nice cellphone most affordable price 👌👌
1503,5,Best battery life and good performance it is very good for normal use
1504,4,Good phone
1505,3,"My phone keypad is giving me issues in just two months, it is hanging and slow in keypad speed.

I want to exchange it, although the phone is on lower price but the speed is very slow. Unhappy with the camera quality"
1506,4,Over all affordable mobile
1507,1,Touch sensor not easily working
1508,5,Nice mobile
1509,5,I love this phone
1510,4,Good
1511,5,Nice phone
1512,5,Very nice
1513,5,Best
1514,5,Good one
1515,5,Nice
1516,5,Worth it
1517,5,"Powerful battery backup.
Best phone under 10000"
1518,5,Very good samsung galaxy F12 model phone
1519,5,Value for money
1520,4,Good
1521,5,Good
1522,1,Too worst camera
1523,5,Nice product
1524,4,Good pbone in this rang
1525,4,good phone in this price section
1526,5,Nice handset
1527,4,"Nice phone
But fingerprint sencer show
Battery life good"
1528,5,Nice product
1529,5,Good 👍
1530,5,Value for money 💰
1531,5,nice
1532,4,Good
1533,3,"Weight 221gms is the only issue, its almost 1/4kg. Camera quality is good but it is very slow responding while taking shots."
1534,5,Nice
1535,4,Good...
1536,4,"Nice products
Nice Price
Nice display
But
Processor wheek"
1537,4,Very nice 👌👌👌
1538,5,Super low prices locking and bettry
1539,5,Good ..
1540,5,Very good battery back up.
1541,5,Value for money
1542,3,Poor
1543,5,good mobile
1544,4,Its good
1545,5,Very nice
1546,3,Very nice product but mobile wait heavy
1547,3,Goood
1548,4,Good phone
1549,2,Its too much Heavy uncomfortable to use
1550,2,all or ok but very high hanging problem.... display was too bad when I open other apps half screen correct and other half looks like bedtime mode screen this so irritate to work....
1551,5,Very nice
1552,5,Good product for the price
1553,5,Amazing product!!! Value for money!!
1554,5,Good
1555,1,packing mangement zero
1556,5,Nice phone
1557,5,Super
1558,4,Very good.
1559,5,Excellent
1560,5,Awesome phone camera is very nice but display quality is low but at the last point all over phone is good.
1561,4,Good..
1562,5,I appreciate to the flipkart for fastest delivery.
1563,4,Osm product 😍
1564,4,Value for money and good work
1565,5,Best Mobile....
1566,5,Well camera battery backup and everything is awesome
1567,5,So Good you can buy it all is Best.
1568,5,Just Lacking Continuous Language Changes In Samsung KeyBoard . Improve It
1569,5,Good
1570,3,Good
1571,1,The worst mobile
1572,5,Thanks Flipkart
1573,5,nice
1574,3,It's not bad....
1575,5,Excellent device works perfectly
1576,5,"Good phone but 1problem camer is normal clarity
Display good
Perfomance good
Display good"
1577,3,Good camera and good battery good raj m h
1578,5,"Perfect phone in the price range instead of going for some Chinese you can go for it, it have all the features including best camera , best processor no lag in usage after using it for 15 days"
1579,4,best products in lowest price
1580,5,Battery back up is mind blowing
1581,5,good product.
1582,1,Nice product
1583,4,Good 🙄
1584,5,I like ut
1585,5,Wonderful✨😍 super mobile I love it ❤
1586,3,Average
1587,2,with the samsung f12 experienced very bad due to received date camra is not in a first day then service deal very bad I am srugaling a day mobile camra not working issue not resolved .
1588,5,"Features-
1. 90Hz refresh rate
2. Inbuilt antivirus
3. Great camera
4. Good battery
5. Good processor
Too many bloatware apps and high RAM usage."
1589,4,My father is so happy 😊
1590,4,Nice phone
1591,4,Best good
1592,2,"It's good in the value for money, but his Charging quality is so poor , suddenly it heats after put in the charging mode.
Charger cable also very small as compared with any brand or samsung own any other brand.

As usual it getting hanged after 20min of video call and some normal uses. Processing system slow .."
1593,5,Back camera is good but selfi is not. Overall phone is very nice 👌
1594,3,Ok
1595,4,Ok super
1596,5,"It is very good product ...,.... Nice"
1597,5,Good
1598,5,Awesome
1599,5,Awesome
1600,5,Perfect
1601,4,"I MUST SAY CAMERA QUALITY IS NOT OKAY.this samsung is above 200g .long time use not possible .very less features.
Overall 3 rating.if budget below 10000 is considered please go for redmi or realme or OPPO."
1602,5,"Super, if you want a Non Chinese smart phone definitely it's a better choice. Highly recommended smart phone about budget segment.
I buy this phone 9.5k price range"
1603,4,High weight otherwise good phone
1604,5,Gud
1605,5,Good product
1606,2,"This phone doesnt support the 5Mhz wifi band, it only supports the 2.5GHz one. As a result even if you have a high speed internet connection, the internet speed on phone will be limited.
Its a surprise from a brand like samsung to release a product of previous era in 2021"
1607,3,Very nice
1608,5,great purchase
1609,3,Good
1610,5,Good
1611,5,Nice camera
1612,5,Super at this price.
1613,5,Best Samsung smartphone in this budget
1614,4,Samsung products is very useful.👍👍👍
1615,5,Very good phone
1616,4,Good
1617,5,Amit
1618,5,Good budget phone
1619,5,Very nice
1620,5,Nice Product I Brought for My Caliege He is So Much Happy
1621,5,Nice phone from Samsung. Little bulky n thic.
1622,5,Good product
1623,4,Samsung is good better other
1624,5,Nic good price
1625,5,Good condition love it
1626,5,Lovely handset in price
1627,4,Recommended under 10k
1628,5,Good mobile so very good display so good
1629,4,nyc
1630,5,It's a good phone.....it has good battery life but the front camera is not that good
1631,5,Very good
1632,5,Overall Value for money product.
1633,3,"Heavy weight
Very bad design
Battery not working"
1634,4,Camera quality 👌
1635,1,Bad decisions for purchase this phone
1636,5,Awesome performance
1637,5,Super sir
1638,1,It's an a worst experience in my life ..plz no one bought this in flipkart
1639,5,"Nice phone
Using is very super"
1640,5,Good product
1641,5,Nice phone I love it
1642,5,"Such a fantastic phone
Thank you samsung for giving so much in low price"
1643,4,not bad
1644,5,Awsome
1645,5,YeS it's worth of money ......
1646,5,good 👍
1647,2,Display and touch quality is very poor. The first one I ordered had a display touch issue and they replaced with a new one and I'm still not satisfied with the mobile quality
1648,1,bad phone
1649,5,Very good phone
1650,2,It is not working
1651,5,Awsome
1652,1,Very bad product battery backup is very down
1653,1,camera is not good( cheap camera )
1654,5,Awesome battery awesome design awesome camera and awesome performance
1655,1,Camera bad
1656,5,Nice
1657,5,Super phone
1658,5,Awsome products
1659,5,Value for money .. must go for ot
1660,1,BAD PRODUCT
1661,5,Nice budget phone
1662,5,Nice battery back up is great in bugget
1663,5,Super camera and bettery backup
1664,5,nice product
1665,4,Nice products
1666,4,Good battery backup best camera good gaming experience in free fire
1667,5,Super hit ... phone
1668,5,"Value for money product
I❤samsung mobile"
1669,3,Good phone
1670,5,Best in mobile under 10000
1671,2,Poor dispaly
1672,5,Osm camera
1673,5,Too good
1674,4,Phone performance and battery are good. But camera is average. This isn't original 48MP camera...
1675,1,Pathetic. I will not suggest to buy. I will also recommend to change platform as customer service is too bad
1676,3,Okye okye product.
1677,2,Very bad product
1678,3,Nice product at this price
1679,5,Good product Received
1680,5,Good phone
1681,5,Welcome
1682,5,Very nice phone in this budget 9499
1683,1,Poor camera
1684,5,Good phone I ever see this
1685,5,Good
1686,5,Samsung galaxy is the awesome
1687,5,This price very good product
1688,1,Hanging don't buy..
1689,5,Awesome product at this price range.
1690,4,Osm
1691,5,Nice product
1692,2,Very bed phon back penal very bed I am not satisfied
1693,5,Awsome
1694,4,Camera is very good display is hd+ but equally Fhd+
1695,5,Better than others brand in this price range
1696,4,Good
1697,5,Best phone I love it😊😊
1698,1,Very bad product network issue continue
1699,5,Happy happy happy happy happy happy happy happy happy happy happy happy happy happy happy happy happy happy happy happy happy happy happy happy happy so nice
1700,3,Ok
1701,5,Nice product
1702,3,Good
1703,3,Not bad
1704,5,Wow
1705,5,Nice quality in the price
1706,5,Great phone
1707,4,Nice
1708,5,Nice mobile
1709,5,Good
1710,5,I love this product
1711,4,Good
1712,5,Excellent
1713,5,Best Mobile
1714,5,For Day to Day usage nothing is greater than Sumsung. Good Mobile.
1715,4,Design could be better.
1716,4,Good
1717,5,"Overall Good Mobile, but camera is average"
1718,4,Nice phone
1719,4,Very nice product
1720,5,Good quality product at this price
1721,5,Good
1722,5,Good Product.............
1723,5,"Average price.
The best fone."
1724,5,Front camera is not so good
1725,4,Nice product in this price
1726,5,Best mobile in this range
1727,5,Good
1728,2,Internet service slow
1729,5,Good But heavy
1730,5,Very good phone under this phone
1731,4,Good
1732,4,Very nice mobile
1733,4,"Great phone at this price, I bought it in Diwali sale. Samsung is always a first choice for someone who don't buy Chinese phones.
Camera quality is good enough but feels bit shakey some times otherwise good for point and shoot.
Screen is good but touch feels laggy some times(previously I had Galaxy A8+ it got super smooth touch). Full marks for Battery on normal use it can last more than a day(may be upto 2days). Proximity sensor has some issues does not work properly, when on call display s..."
1734,5,Super
1735,5,"This mobile is good for normal users who don't play games in it , everything is great at this price but looks lil heavy & bulky !"
1736,5,Very good
1737,4,Good
1738,5,Nice phone
1739,5,It's osam
1740,5,Very good
1741,4,"Value for money, most important, it has auto call recording while other phones don't have. They (other phones) have Google's useless diler with no call recording. Go for it."
1742,3,"So so performance, not upto mark... Overall 2 stars out of 5... Display quality is poor"
1743,2,Wrost display quality & bad camera quality.
1744,5,Nice brand to buy
1745,4,Nice produces Samsung f12 camera buteful real-time
1746,4,Good product
1747,5,Nice mobile as per rate
1748,5,Good produt
1749,5,Amazing product
1750,5,Nice product...
1751,4,Nice
1752,4,Very good .product
1753,5,Good phone at this price point and battery backup is good
1754,4,Good for use
1755,5,Very nice phone go for it
1756,5,Nice product
1757,4,Nice
1758,3,Camera is not good.
1759,1,Charging is too slow
1760,5,Excellent product
1761,5,Lovely phone
1762,5,Super
1763,5,Excellent
1764,5,God
1765,5,Nice mobile
1766,4,Very good product
1767,3,Good
1768,5,This smartphone is very smart.
1769,4,Nyc....
1770,4,Good 👍
1771,4,I love this phone.... Superb permormance
1772,5,Good smartphone at this price range
1773,5,Good ones
1774,4,Nice
1775,5,Good
1776,4,Best mobile in this range.
1777,4,Good
1778,4,Good phone for day to day usage.
